title,content warnings,date finished,date watched,favourite?,feels,genre,notes,progress,rating,"rating ",runtime,status,summary,tags,total,trailer,type,watched
prometheus,"intense violence, violence",,,No,"dramatic, tense","action and adventure, mystery, sci-fi",,0%,,,124 min,watchlist,explorers discover ancient alien ruins with deadly consequences,"action, mystery",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
alien: covenant,"gore, horror themes, intense violence, violence",,,No,"dramatic, tense","action and adventure, horror, sci-fi",,0%,,,122 min,watchlist,colonists encounter deadly aliens while exploring a remote planet,action,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
planet of the apes (1968),"intense violence, violence",,,No,"dramatic, tense","action and adventure, drama, sci-fi",,0%,,,112 min,watchlist,astronauts land on a planet ruled by intelligent apes,"action, drama",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
planet of the apes (2001),"intense violence, violence",,,No,"dramatic, tense","action and adventure, drama, sci-fi",,0%,,,119 min,watchlist,a space crew discovers a planet dominated by evolved apes,"action, drama",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
rise of the planet of the apes,"intense violence, violence",,,No,"dramatic, tense","action and adventure, drama, sci-fi",,0%,,,105 min,watchlist,a scientist’s experiments lead to a rise of intelligent apes challenging humanity,"action, drama",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
dawn of the planet of the apes,"intense violence, violence",,,No,"dramatic, tense","action and adventure, drama, sci-fi",,0%,,,110 min,watchlist,surviving apes and humans clash for dominance,"action, drama",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
war for the planet of the apes,"intense violence, violence",,,No,"dramatic, tense","action and adventure, drama, sci-fi",,0%,,,140 min,watchlist,caesar leads the apes in a final battle against human forces,"action, drama",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
terminator 3: rise of the machines,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,109 min,watchlist,terminators return to hunt the human resistance,"action, thriller",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
terminator salvation,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,115 min,watchlist,humans fight a war against machines led by skynet,action,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
terminator genisys,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,126 min,watchlist,cybernetic assassins travel through time to alter the future,action,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
terminator: dark fate,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,128 min,watchlist,an augmented soldier protects a young girl from advanced terminators,action,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
tron,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,96 min,watchlist,a computer programmer is trapped inside a digital world and fights for survival,action,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
tron: legacy,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,125 min,watchlist,the son of a digital world creator enters the cyber universe to find his father,action,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
pacific rim: uprising,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,111 min,watchlist,pilots control giant robots to fight monstrous creatures from the sea,action,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
the fifth element,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,126 min,watchlist,a cab driver becomes involved in a mission to save the universe with a mysterious woman,"action, adventure",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
john carter,"intense violence, violence",,,No,"dramatic, tense","action and adventure, fantasy, sci-fi",,0%,,,132 min,watchlist,a civil war veteran is transported to mars and becomes involved in interplanetary conflict,"action, adventure",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
valerian and the city of a thousand planets,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,137 min,watchlist,two special operatives must protect a sprawling intergalactic city from a hidden threat,"action, adventure",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
chronicle,"intense violence, violence",,,No,"dramatic, tense","drama, sci-fi, thriller",,0%,,,84 min,watchlist,"three teens gain telekinetic powers, leading to escalating consequences","drama, thriller",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
endless,"intense violence, violence",,,No,"dramatic, tense","drama, sci-fi",,0%,,,96 min,watchlist,a young couple experiences strange phenomena while coping with grief,drama,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
strangers: prelude,"horror themes, violence",,,No,"scary, tense","horror, sci-fi, thriller",,0%,,,95 min,watchlist,"a mysterious spacecraft arrives, causing terror and confusion among the population",thriller,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
the time machine (1960),"intense violence, violence",,,No,"dramatic, tense",sci-fi,,0%,,,103 min,watchlist,a scientist travels to the future and discovers the fate of humanity,"action, adventure",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
the time machine (2002),"intense violence, violence",,,No,"dramatic, tense",sci-fi,,0%,,,96 min,watchlist,a scientist uses a time machine to prevent tragedy and encounters dystopian futures,"action, adventure",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
war of the worlds (2005),"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,116 min,watchlist,an alien invasion threatens humanity while a man tries to protect his family,"action, thriller",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
war of the worlds (1953),"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,85 min,watchlist,"earth is invaded by hostile extraterrestrials, and humanity struggles to survive",action,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
oblivion,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,124 min,watchlist,a technician on a post-apocalyptic earth discovers hidden truths about his mission,"action, thriller",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
endless space,"intense violence, violence",,,No,"dramatic, tense",sci-fi,,0%,,,101 min,watchlist,explorers voyage through space encountering alien life and cosmic phenomena,adventure,,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
sunshine,"intense violence, violence",,,No,"dramatic, tense","drama, sci-fi, thriller",,0%,,,107 min,watchlist,a crew attempts to reignite a dying sun to save earth from destruction,"drama, thriller",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
the abyss,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,145 min,watchlist,deep-sea divers encounter mysterious alien life while rescuing a nuclear submarine,"action, thriller",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
close encounters of the third kind,,,,No,"dramatic, tense","drama, sci-fi",,0%,,,135 min,watchlist,humans experience contact with mysterious alien visitors and attempt communication,"adventure, drama",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
contact,,,,No,"dramatic, tense","drama, mystery, sci-fi",,0%,,,150 min,watchlist,a scientist discovers signals from extraterrestrial life and seeks to make contact,"drama, mystery",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
2001: a space odyssey,,,,No,"dramatic, tense","drama, sci-fi",,0%,,,149 min,watchlist,humanity encounters a mysterious monolith that influences evolution and space exploration,"adventure, drama",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
a.I. artificial intelligence,,,,No,"dramatic, tense","drama, sci-fi",,0%,,,146 min,watchlist,a highly advanced robot boy seeks to become human in a futuristic world,"adventure, drama",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
star trek (2009),"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,127 min,watchlist,young officers of the starship enterprise confront threats to the galaxy,"action, adventure",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
star trek into darkness,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,132 min,watchlist,a vengeful figure threatens the federation while the crew attempts to stop him,"action, thriller",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
star trek beyond,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,122 min,watchlist,the crew of the enterprise is stranded on an alien planet and fights for survival,"action, adventure",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
star trek: nemesis,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,116 min,watchlist,the enterprise crew confronts a clone of captain picard with destructive plans,"action, adventure",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
star trek: first contact,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,111 min,watchlist,the crew travels back in time to prevent the borg from altering history,"action, adventure",,[https://www.youtube.com/watch?v=example](https://www.youtube.com/watch?v=example),movie/film,
